 "x",  "y",  "u",  "v",  "sigma",  "x_c",  "y_c",  "u_c",  "v_c",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma"
315,715,0.177488,99.8799,0.0214697,78,208,0.17749,-99.8799,0.00976619,0.0148483,0.00279097,0.0160817,0.00853279,1.15468
207,724,-0.880271,100.094,0.0276602,-30,199,-0.880264,-100.094,0.0253978,0.017395,-0.0020804,0.0259063,0.0168865,-0.239729
216,724,-0.34393,100.054,0.0262415,-21,199,-0.343933,-100.054,0.0221605,0.0168131,-0.00147093,0.0225384,0.0164352,-0.251479
225,724,-0.21619,100.032,0.0258304,-12,199,-0.216187,-100.032,0.0194852,0.0163137,-0.000946412,0.0197462,0.0160527,-0.269038
234,724,-0.164848,100.003,0.0248906,-3,199,-0.164856,-100.003,0.0174013,0.0158791,-0.000519549,0.0175618,0.0157187,-0.299481
243,724,-0.137749,99.9855,0.0234762,6,199,-0.137756,-99.9855,0.0156186,0.0155463,-9.94706e-05,0.0156883,0.0154766,-0.611124
252,724,-0.0616366,99.9933,0.0230714,15,199,-0.0616302,-99.9933,0.0140491,0.0152527,0.000294883,0.0153211,0.0139808,1.34298
261,724,0.0427551,100.016,0.0296921,24,199,0.0427551,-100.016,0.0126956,0.0150011,0.000664512,0.0151789,0.0125178,1.30933
270,724,0.0872485,100.001,0.0319406,33,199,0.0872498,-100.001,0.0115609,0.0147942,0.00101023,0.0150839,0.0112712,1.29154
279,724,0.1033,99.9735,0.0261939,42,199,0.103302,-99.9734,0.0106483,0.014635,0.00133262,0.0150394,0.0102439,1.27615
288,724,0.08262,99.957,0.0215675,51,199,0.0826111,-99.957,0.00996119,0.0145263,0.00163208,0.0150498,0.00943772,1.26043
297,724,0.0967443,99.9555,0.0205008,60,199,0.0967407,-99.9555,0.00950307,0.0144711,0.00190882,0.0151198,0.00885437,1.2432
306,724,0.123211,99.9551,0.022139,69,199,0.123199,-99.9551,0.00964129,0.014526,0.00211791,0.0153164,0.0088509,1.21361
315,724,0.163647,99.9263,0.0222894,78,199,0.163635,-99.9263,0.0103853,0.0147312,0.00226506,0.0156971,0.00941941,1.16773
